word,rank,cefr,pos,ipa,meaning_vi,example_en,is_concrete_noun,orig_rank,sfi,freq_per_million,topic_code,topic
lake,1663,B2,n,/lˈeɪk/,hồ,We swam in the lake.,TRUE,1822,56.11,41,TN,"Thiên nhiên, môi trường & thời tiết"
qualify,1664,B2,v,/kwˈɑləfˌaɪ/,đủ điều kiện; vượt qua,She qualified for the final.,FALSE,1823,56.11,41,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
competitive,1665,B2,adj,/kəmpˈɛtətɪv/,cạnh tranh; có tính đua tranh,The market is very competitive.,FALSE,1824,56.1,41,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
truly,1666,B2,adv,/tɹˈuli/,thật sự,I am truly grateful.,FALSE,1825,56.09,41,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
hi,1667,B2,interj,/hˈaɪ/,chào (thân mật),"Hi, how are you?",FALSE,1826,56.08,41,GT,"Giao tiếp, ngôn ngữ & truyền thông"
yellow,1668,B2,adj,/jˈɛloʊ/,màu vàng,She wore a yellow dress.,FALSE,1827,56.08,41,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
habit,1669,B2,n,/hˈæbət/,thói quen,Reading is a good habit.,FALSE,1828,56.08,41,CX,"Cảm xúc, tính cách & thái độ"
disk,1670,B2,n,/dˈɪsk/,đĩa (lưu trữ),Save the file to the disk.,TRUE,1829,56.08,41,KH,Khoa học & công nghệ
core,1671,B2,n,/kˈɔɹ/,"lõi, cốt lõi",This is the core of the problem.,FALSE,1830,56.08,41,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
emotional,1672,B2,adj,/ɪmˈoʊʃənəl/,xúc động; đa cảm,It was an emotional moment.,FALSE,1831,56.08,41,CX,"Cảm xúc, tính cách & thái độ"
aircraft,1673,B2,n,/ˈɛɹkɹˌæft/,"máy bay, phi cơ",The aircraft took off on time.,TRUE,1832,56.07,40,DL,Giao thông & du lịch
self,1674,B2,n,/sˈɛlf/,"bản thân, cái tôi",Believe in your true self.,FALSE,1833,56.07,40,NG,Con người & cơ thể
metal,1675,B2,n,/mˈɛtəl/,kim loại,This box is made of metal.,TRUE,1834,56.07,40,TN,"Thiên nhiên, môi trường & thời tiết"
existence,1676,B2,n,/ɛɡzˈɪstəns/,sự tồn tại,They proved the existence of water.,FALSE,1835,56.07,40,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
bone,1677,B2,n,/bˈoʊn/,xương,The dog buried a bone.,TRUE,1836,56.06,40,NG,Con người & cơ thể
panel,1678,B2,n,/pˈænəl/,tấm; ban hội thẩm; bảng điều khiển,The control panel has many buttons.,TRUE,1837,56.05,40,NC,"Nhà cửa, đồ vật & trang phục"
prime,1679,B2,adj,/pɹˈaɪm/,chính yếu; tốt nhất,This is prime farmland.,FALSE,1838,56.05,40,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
appointment,1680,B2,n,/əpˈɔɪntmənt/,cuộc hẹn,I have a doctor's appointment.,FALSE,1839,56.04,40,TG,Thời gian
emphasize,1681,B2,v,/ˈɛmfəsˌaɪz/,nhấn mạnh,She emphasized the main point.,FALSE,1840,56.03,40,GT,"Giao tiếp, ngôn ngữ & truyền thông"
maximum,1682,B2,n,/mˈæksəməm/,mức tối đa,This is the maximum speed.,FALSE,1841,56.03,40,SL,"Số lượng, đo lường & kích thước"
effectively,1683,B2,adv,/ɪfˈɛktɪvli/,một cách hiệu quả,Use your time effectively.,FALSE,1842,56.02,40,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
elsewhere,1684,B2,adv,/ˈɛlswˌɛɹ/,ở nơi khác,Let's look elsewhere.,FALSE,1843,56.01,40,KG,"Không gian, vị trí & địa lý"
bother,1685,B2,v,/bˈɑðɚ/,làm phiền; bận tâm,Don't bother her now.,FALSE,1844,56.01,40,CX,"Cảm xúc, tính cách & thái độ"
initiative,1686,B2,n,/ˌɪnˈɪʃətɪv/,sáng kiến; sự chủ động,She showed great initiative.,FALSE,1845,56.01,40,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
sharp,1687,B2,adj,/ʃˈɑɹp/,"sắc, bén; sắc sảo","Be careful, the knife is sharp.",FALSE,1846,56.01,40,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
diet,1688,B2,n,/dˈaɪət/,chế độ ăn,She is on a healthy diet.,FALSE,1847,56,40,SK,Sức khỏe & y tế
motion,1689,B2,n,/mˈoʊʃən/,sự chuyển động; động tác,The gentle motion made me sleepy.,FALSE,1848,56,40,HD,Hành động & chuyển động
gray,1690,B2,adj,/ɡɹˈeɪ/,màu xám,The sky is gray today.,FALSE,1849,56,40,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
plastic,1691,B2,n,/plˈæstɪk/,nhựa,This bottle is made of plastic.,TRUE,1850,56,40,NC,"Nhà cửa, đồ vật & trang phục"
complicate,1692,B2,v,/kˈɑmpləkˌeɪt/,làm phức tạp,Don't complicate the plan.,FALSE,1851,55.99,40,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
discipline,1693,B2,n,/dˈɪsəplən/,kỷ luật,Learning needs discipline.,FALSE,1852,55.99,40,HT,Giáo dục & học tập
disappoint,1694,B2,v,/dˌɪsəpˈɔɪnt/,làm thất vọng,I don't want to disappoint you.,FALSE,1853,55.99,40,CX,"Cảm xúc, tính cách & thái độ"
boss,1695,B2,n,/bˈɑs/,"sếp, ông chủ",My boss is very fair.,FALSE,1854,55.98,40,CV,Công việc & nghề nghiệp
assumption,1696,B2,n,/əsˈʌmpʃən/,giả định,That is a wrong assumption.,FALSE,1855,55.98,40,TD,"Tư duy, nhận thức & giác quan"
freeze,1697,B2,v,/fɹˈiz/,đóng băng; làm đông,Water freezes at zero degrees.,FALSE,1856,55.98,40,HD,Hành động & chuyển động
extreme,1698,B2,adj,/ɛkstɹˈim/,"cực độ, cực đoan",The desert has extreme heat.,FALSE,1857,55.98,40,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
passage,1699,B2,n,/pˈæsədʒ/,đoạn văn; lối đi,Read the passage carefully.,FALSE,1858,55.98,40,GT,"Giao tiếp, ngôn ngữ & truyền thông"
reputation,1700,B2,n,/ɹˌɛpjətˈeɪʃən/,"danh tiếng, tiếng tăm",The school has a good reputation.,FALSE,1859,55.98,40,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
negotiation,1701,B2,n,/nɪɡˌoʊʃiˈeɪʃən/,sự đàm phán,The negotiation lasted for hours.,FALSE,1861,55.97,40,KT,"Kinh doanh, kinh tế & tài chính"
mechanism,1702,B2,n,/mˈɛkənˌɪzəm/,cơ chế; bộ máy,This is a safety mechanism.,FALSE,1862,55.96,39,KH,Khoa học & công nghệ
coat,1703,B2,n,/kˈoʊt/,áo khoác,Wear a warm coat in winter.,TRUE,1863,55.96,39,NC,"Nhà cửa, đồ vật & trang phục"
democracy,1704,B2,n,/dɪmˈɑkɹəsi/,nền dân chủ,They fought for democracy.,FALSE,1864,55.96,39,CT,"Chính trị, luật pháp & quân sự"
pocket,1705,B2,n,/pˈɑkət/,túi (áo/quần),I keep my keys in my pocket.,TRUE,1865,55.96,39,NC,"Nhà cửa, đồ vật & trang phục"
lucky,1706,B2,adj,/lˈʌki/,may mắn,I was lucky to win.,FALSE,1866,55.96,39,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
crash,1707,B2,n,/kɹˈæʃ/,"vụ va chạm, tai nạn",There was a car crash.,FALSE,1867,55.96,39,DL,Giao thông & du lịch
observation,1708,B2,n,/ˌɑbzɚvˈeɪʃən/,sự quan sát; nhận xét,She made a sharp observation.,FALSE,1868,55.96,39,TD,"Tư duy, nhận thức & giác quan"
meat,1709,B2,n,/mˈit/,thịt,I don't eat much meat.,TRUE,1869,55.95,39,AU,Ăn uống & thực phẩm
concentration,1710,B2,n,/kˌɑnsəntɹˈeɪʃən/,sự tập trung,The task needs full concentration.,FALSE,1870,55.95,39,TD,"Tư duy, nhận thức & giác quan"
implication,1711,B2,n,/ˌɪmpləkˈeɪʃən/,hàm ý; hệ quả,Consider the implications carefully.,FALSE,1871,55.95,39,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
deserve,1712,B2,v,/dɪzˈɝv/,xứng đáng,You deserve a rest.,FALSE,1872,55.94,39,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
unusual,1713,B2,adj,/ənjˈuʒˌuəl/,"bất thường, khác thường",It is unusual to see snow here.,FALSE,1873,55.94,39,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
defend,1714,B2,v,/dɪfˈɛnd/,bảo vệ; phòng thủ,They defended their country.,FALSE,1874,55.94,39,HD,Hành động & chuyển động
classic,1715,B2,adj,/klˈæsɪk/,"kinh điển, cổ điển",This is a classic film.,FALSE,1875,55.93,39,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
king,1716,B2,n,/kˈɪŋ/,vua,The king ruled for many years.,FALSE,1876,55.93,39,CT,"Chính trị, luật pháp & quân sự"
interaction,1717,B2,n,/ˌɪntɚˈækʃən/,sự tương tác,Class interaction is important.,FALSE,1877,55.92,39,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
repair,1718,B2,v,/ɹɪpˈɛɹ/,sửa chữa,Can you repair my watch?,FALSE,1878,55.92,39,HD,Hành động & chuyển động
collapse,1719,B2,v,/kəlˈæps/,sụp đổ; ngã quỵ,The old bridge collapsed.,FALSE,1879,55.92,39,HD,Hành động & chuyển động
borrow,1720,B2,v,/bˈɑɹˌoʊ/,"mượn, vay",Can I borrow your pen?,FALSE,1880,55.92,39,KT,"Kinh doanh, kinh tế & tài chính"
fundamental,1721,B2,adj,/fˌʌndəmˈɛntəl/,"cơ bản, nền tảng",This is a fundamental rule.,FALSE,1881,55.9,39,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
dish,1722,B2,n,/dˈɪʃ/,món ăn; cái đĩa,This is a spicy dish.,TRUE,1882,55.89,39,AU,Ăn uống & thực phẩm
abroad,1723,B2,adv,/əbɹˈɔd/,ở nước ngoài,She studies abroad.,FALSE,1883,55.89,39,DL,Giao thông & du lịch
soul,1724,B2,n,/sˈoʊl/,"linh hồn, tâm hồn",Music touches the soul.,FALSE,1884,55.89,39,CX,"Cảm xúc, tính cách & thái độ"
capable,1725,B2,adj,/kˈeɪpəbəl/,có khả năng,She is capable of great things.,FALSE,1885,55.88,39,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
defeat,1726,B2,v,/dɪfˈit/,đánh bại,They defeated the champions.,FALSE,1886,55.88,39,HD,Hành động & chuyển động
presidential,1727,B2,adj,/pɹˌɛzədˈɛnʃəl/,thuộc tổng thống,The presidential election is soon.,FALSE,1887,55.87,39,CT,"Chính trị, luật pháp & quân sự"
perfectly,1728,B2,adv,/pˈɝfəktli/,"hoàn hảo, hoàn toàn",The dress fits perfectly.,FALSE,1888,55.87,39,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
enhance,1729,B2,v,/ɛnhˈæns/,"nâng cao, tăng cường",This tool enhances learning.,FALSE,1889,55.87,39,HD,Hành động & chuyển động
proud,1730,B2,adj,/pɹˈaʊd/,"tự hào, hãnh diện",I am proud of you.,FALSE,1890,55.87,39,CX,"Cảm xúc, tính cách & thái độ"
emergency,1731,B2,n,/ɪmˈɝdʒənsi/,trường hợp khẩn cấp,Call this number in an emergency.,FALSE,1891,55.87,39,SK,Sức khỏe & y tế
educational,1732,B2,adj,/ˌɛdʒəkˈeɪʃənəl/,thuộc giáo dục,This is an educational game.,FALSE,1892,55.87,39,HT,Giáo dục & học tập
distinguish,1733,B2,v,/dɪstˈɪŋɡwɪʃ/,phân biệt,Can you distinguish the two colors?,FALSE,1893,55.86,39,TD,"Tư duy, nhận thức & giác quan"
substantial,1734,B2,adj,/səbstˈænʃəl/,"đáng kể, lớn",They made a substantial profit.,FALSE,1894,55.86,39,SL,"Số lượng, đo lường & kích thước"
nearby,1735,B2,adj,/nˈɪɹbˈaɪ/,"gần đó, lân cận",There is a shop nearby.,FALSE,1895,55.85,38,KG,"Không gian, vị trí & địa lý"
manufacturer,1736,B2,n,/mˌænjəfˈæktʃɚɚ/,nhà sản xuất,The manufacturer offers a warranty.,FALSE,1896,55.85,38,KT,"Kinh doanh, kinh tế & tài chính"
slide,1737,B2,v,/slˈaɪd/,trượt,The children slide down the hill.,FALSE,1897,55.85,38,HD,Hành động & chuyển động
valuable,1738,B2,adj,/vˈæljəbəl/,"quý giá, có giá trị",This is valuable advice.,FALSE,1898,55.85,38,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
personally,1739,B2,adv,/pˈɝsənəli/,"cá nhân, đích thân","Personally, I disagree.",FALSE,1899,55.85,38,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
breast,1740,B2,n,/bɹˈɛst/,ngực; ức,The nurse checked her breast.,TRUE,1900,55.85,38,NG,Con người & cơ thể
cope,1741,B2,v,/kˈoʊp/,"đối phó, xoay xở",She copes well with stress.,FALSE,1901,55.83,38,HD,Hành động & chuyển động
approximately,1742,B2,adv,/əpɹˈɑksəmətli/,"khoảng, xấp xỉ",It costs approximately ten dollars.,FALSE,1902,55.83,38,SL,"Số lượng, đo lường & kích thước"
accommodation,1743,B2,n,/əkˌɑmədˈeɪʃən/,chỗ ở,The hotel offers cheap accommodation.,FALSE,1903,55.83,38,DL,Giao thông & du lịch
highlight,1744,B2,v,/hˈaɪlˌaɪt/,làm nổi bật; tô sáng,Highlight the key words.,FALSE,1904,55.83,38,GT,"Giao tiếp, ngôn ngữ & truyền thông"
reporter,1745,B2,n,/ɹɪpˈɔɹtɚ/,phóng viên,The reporter asked many questions.,FALSE,1905,55.83,38,GT,"Giao tiếp, ngôn ngữ & truyền thông"
climate,1746,B2,n,/klˈaɪmət/,khí hậu,The climate here is warm.,FALSE,1906,55.83,38,TN,"Thiên nhiên, môi trường & thời tiết"
shirt,1747,B2,n,/ʃˈɝt/,áo sơ mi,He ironed his white shirt.,TRUE,1907,55.82,38,NC,"Nhà cửa, đồ vật & trang phục"
exception,1748,B2,n,/ɪksˈɛpʃən/,ngoại lệ,"Everyone must attend, no exceptions.",FALSE,1908,55.82,38,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
corporation,1749,B2,n,/kˌɔɹpɚˈeɪʃən/,"tập đoàn, công ty lớn",She works for a big corporation.,FALSE,1909,55.82,38,KT,"Kinh doanh, kinh tế & tài chính"
chip,1750,B2,n,/tʃˈɪp/,con chip; miếng nhỏ,The computer chip is tiny.,TRUE,1910,55.81,38,KH,Khoa học & công nghệ
winner,1751,B2,n,/wˈɪnɚ/,người thắng cuộc,She was the winner of the race.,FALSE,1911,55.81,38,GI,"Nghệ thuật, giải trí & thể thao"
encounter,1752,B2,v,/ɪnkˈaʊntɚ/,"gặp phải, chạm trán",We encountered some problems.,FALSE,1912,55.81,38,HD,Hành động & chuyển động
brown,1753,B2,adj,/bɹˈaʊn/,màu nâu,He has brown eyes.,FALSE,1913,55.81,38,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
breathe,1754,B2,v,/bɹˈið/,"thở, hít thở",Breathe slowly and relax.,FALSE,1914,55.81,38,NG,Con người & cơ thể
excuse,1755,B2,n,/ɪkskjˈus/,"lời bào chữa, lý do",That is a poor excuse.,FALSE,1915,55.8,38,GT,"Giao tiếp, ngôn ngữ & truyền thông"
partly,1756,B2,adv,/pˈɑɹtli/,một phần,The sky is partly cloudy.,FALSE,1916,55.8,38,SL,"Số lượng, đo lường & kích thước"
tennis,1757,B2,n,/tˈɛnəs/,quần vợt,They play tennis on Sundays.,FALSE,1917,55.79,38,GI,"Nghệ thuật, giải trí & thể thao"
urban,1758,B2,adj,/ˈɝbən/,thuộc đô thị,Urban life is very fast.,FALSE,1918,55.79,38,KG,"Không gian, vị trí & địa lý"
confuse,1759,B2,v,/kənfjˈuz/,"làm bối rối, nhầm lẫn",The signs confused the drivers.,FALSE,1919,55.79,38,TD,"Tư duy, nhận thức & giác quan"
southern,1760,B2,adj,/sˈʌðɚn/,thuộc phía nam,She lives in southern France.,FALSE,1920,55.79,38,KG,"Không gian, vị trí & địa lý"
output,1761,B2,n,/ˈaʊtpˌʊt/,sản lượng; đầu ra,The factory increased its output.,FALSE,1921,55.79,38,KT,"Kinh doanh, kinh tế & tài chính"
beauty,1762,B2,n,/bjˈuti/,"vẻ đẹp, sắc đẹp",The beauty of the lake amazed us.,FALSE,1922,55.79,38,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
massive,1763,B2,adj,/mˈæsɪv/,"đồ sộ, khổng lồ",It was a massive building.,FALSE,1923,55.79,38,SL,"Số lượng, đo lường & kích thước"
install,1764,B2,v,/ˌɪnstˈɔl/,lắp đặt; cài đặt,They installed a new system.,FALSE,1924,55.78,38,KH,Khoa học & công nghệ
calculate,1765,B2,v,/kˈælkjəlˌeɪt/,tính toán,Calculate the total cost.,FALSE,1925,55.78,38,SL,"Số lượng, đo lường & kích thước"
mouse,1766,B2,n,/mˈaʊs/,con chuột; chuột máy tính,The mouse ran under the table.,TRUE,1926,55.78,38,KH,Khoa học & công nghệ
mathematics,1767,B2,n,/mˌæθəmˈætɪks/,toán học,He teaches mathematics.,FALSE,1927,55.77,38,HT,Giáo dục & học tập
upper,1768,B2,adj,/ˈʌpɚ/,"trên, phía trên",The books are on the upper shelf.,FALSE,1928,55.77,38,KG,"Không gian, vị trí & địa lý"
creation,1769,B2,n,/kɹiˈeɪʃən/,"sự sáng tạo, tạo ra",This app is her creation.,FALSE,1929,55.76,38,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
occupy,1770,B2,v,/ˈɑkjəpˌaɪ/,chiếm; chiếm giữ,Reading occupies my free time.,FALSE,1930,55.76,38,HD,Hành động & chuyển động
outline,1771,B2,n,/ˈaʊtlˌaɪn/,dàn ý; đường viền,Write an outline first.,FALSE,1931,55.76,38,GT,"Giao tiếp, ngôn ngữ & truyền thông"
sufficient,1772,B2,adj,/səfˈɪʃənt/,"đủ, đầy đủ",We have sufficient time.,FALSE,1932,55.76,38,SL,"Số lượng, đo lường & kích thước"
update,1773,B2,v,/əpdˈeɪt/,cập nhật,Please update the software.,FALSE,1933,55.76,38,GT,"Giao tiếp, ngôn ngữ & truyền thông"
luck,1774,B2,n,/lˈʌk/,sự may mắn,Good luck on your test!,FALSE,1934,55.75,38,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
preserve,1775,B2,v,/pɹəzˈɝv/,"bảo tồn, giữ gìn",We must preserve nature.,FALSE,1935,55.75,38,HD,Hành động & chuyển động
split,1776,B2,v,/splˈɪt/,"chia, tách",Let's split the bill.,FALSE,1936,55.75,38,HD,Hành động & chuyển động
swing,1777,B2,v,/swˈɪŋ/,"đung đưa, vung",The children swing in the park.,FALSE,1937,55.75,38,HD,Hành động & chuyển động
illness,1778,B2,n,/ˈɪlnəs/,"bệnh, sự ốm đau",She recovered from a long illness.,FALSE,1938,55.75,38,SK,Sức khỏe & y tế
journalist,1779,B2,n,/dʒˈɝnələst/,nhà báo,The journalist wrote a report.,FALSE,1939,55.75,38,GT,"Giao tiếp, ngôn ngữ & truyền thông"
sudden,1780,B2,adj,/sˈʌdən/,"đột ngột, bất ngờ",There was a sudden change.,FALSE,1940,55.75,38,TG,Thời gian
advertisement,1781,B2,n,/ædvˈɝtəzmənt/,quảng cáo,I saw an advertisement for the job.,FALSE,1941,55.74,38,KT,"Kinh doanh, kinh tế & tài chính"
consistent,1782,B2,adj,/kənsˈɪstənt/,"nhất quán, kiên định",Her work is very consistent.,FALSE,1942,55.74,38,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
originally,1783,B2,adv,/ɚˈɪdʒənəli/,"ban đầu, vốn dĩ",She originally came from Hue.,FALSE,1943,55.73,37,TG,Thời gian
aside,1784,B2,adv,/əsˈaɪd/,sang một bên,"Step aside, please.",FALSE,1944,55.73,37,KG,"Không gian, vị trí & địa lý"
comfort,1785,B2,n,/kˈʌmfɚt/,sự thoải mái; niềm an ủi,The chair gives great comfort.,FALSE,1945,55.71,37,CX,"Cảm xúc, tính cách & thái độ"
secondly,1786,B2,adv,/sˈɛkəndli/,thứ hai (là),"Secondly, we need more time.",FALSE,1946,55.71,37,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
severe,1787,B2,adj,/səvˈɪɹ/,nghiêm trọng; khắc nghiệt,The storm was severe.,FALSE,1947,55.7,37,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
gene,1788,B2,n,/dʒˈin/,gen (di truyền),This gene causes eye color.,FALSE,1948,55.7,37,KH,Khoa học & công nghệ
prospect,1789,B2,n,/pɹˈɑspɛkt/,"triển vọng, viễn cảnh",The job has good prospects.,FALSE,1949,55.7,37,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
snow,1790,B2,n,/snˈoʊ/,tuyết,The snow covered the ground.,FALSE,1950,55.7,37,TN,"Thiên nhiên, môi trường & thời tiết"
plot,1791,B2,n,/plˈɑt/,cốt truyện; âm mưu; mảnh đất,The film has a great plot.,FALSE,1951,55.7,37,GI,"Nghệ thuật, giải trí & thể thao"
neck,1792,B2,n,/nˈɛk/,cổ,She wore a scarf around her neck.,TRUE,1952,55.69,37,NG,Con người & cơ thể
criteria,1793,B2,n,/kɹaɪtˈɪɹiə/,tiêu chí,The judges use strict criteria.,FALSE,1953,55.67,37,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
primarily,1794,B2,adv,/pɹaɪmˈɛɹəli/,chủ yếu,The book is primarily for students.,FALSE,1954,55.67,37,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
integrate,1795,B2,v,/ˈɪntəɡɹˌeɪt/,"tích hợp, hòa nhập",The system integrates two apps.,FALSE,1955,55.67,37,HD,Hành động & chuyển động
criticism,1796,B2,n,/kɹˈɪtɪsˌɪzəm/,"sự chỉ trích, phê bình",She accepted the criticism.,FALSE,1956,55.66,37,GT,"Giao tiếp, ngôn ngữ & truyền thông"
convention,1797,B2,n,/kənvˈɛnʃən/,hội nghị; quy ước,They attended a business convention.,FALSE,1957,55.66,37,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
bet,1798,B2,v,/bˈɛt/,cá cược,I bet you can't guess.,FALSE,1958,55.66,37,GI,"Nghệ thuật, giải trí & thể thao"
